X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,Y
0,816,1449,1,0,5000,0,NaN,1,14810,515,13,0,162,3,9,28,14810,2,1331,82,7,NaN,2,18,NaN,79,23,1,104,0,10,1406,7,0,0,1,50,NaN,18695,295,27,1,3,398,5,1,85000,NaN,66,0,8500,3,498,0,0,73,1,154651,38,0,29448,169,2019,360,169,241,116,8,6,0,0,1
3,450,1678,16,0,10000,0,NaN,2,23275,550,22,3,85,4,5,22,23275,16,1005,27,NaN,NaN,NaN,42,NaN,NaN,100,12,73,0,35,30792,NaN,0,0,5,42,NaN,13617,51,52,36,0,201,5,2,83500,NaN,19,0,2385,36,734,1,0,66,15,128975,113,1,13373,556,NaN,85,556,279,128,51,6,0,0,0
7,631,103,14,0,3000,0,NaN,6,16830,341,7,2,158,1,9,0,16840,18,972,91,9,NaN,29,31,NaN,73,100,8,149,0,36,1031,3,0,0,6,102,NaN,12403,94,16,24,1,161,7,7,95500,NaN,27,0,2652,29,4,0,0,52,10,52483,57,0,8412,310,1325,104,875,17,53,966,6,0,0,0
7,1487,1689,19,0,10,0,NaN,3,20,1365,21,2,169,5,12,21,20,20,2852,91,25,NaN,12,55,NaN,83,100,11,142,0,21,3102,20,0,0,9,110,NaN,3885,141,49,49,2,430,4,4,57237,NaN,26,0,2725,51,345,0,0,42,14,146891,171,0,18259,303,4980,259,303,281,51,575,6,0,0,0
4,280,9,8,0,5000,0,2097152,2,14200,61,0,2,127,NaN,15,0,14200,11,341,69,14,NaN,116,6,NaN,62,100,4,73,3349018,17,11864,5,2097152,1740541,3,48,728264,14200,58,53,13,0,9,3,2,110300,2,17,0,6488,21,2,0,2097152,82,6,19009,2,0,741,488,0,7,488,2,55,385,5,0,0,0
4,364,225,6,0,10000,0,NaN,1,0,285,13,0,133,3,16,18,0,6,649,80,NaN,NaN,NaN,4,NaN,NaN,25,4,9,0,10,5141,NaN,0,0,3,32,NaN,8013,37,68,8,1,9,3,1,61000,NaN,61,0,6100,8,4,0,0,227,6,60507,4,0,2051,311,5711,5,311,37,93,10,6,0,0,1
7,1390,49,10,NaN,14000,0,NaN,5,19800,786,17,2,166,5,9,17,20100,10,2176,91,8,NaN,0,58,NaN,100,100,8,205,NaN,29,851,7,NaN,NaN,6,63,NaN,20740,274,67,16,1,204,2,5,258000,NaN,18,NaN,8896,16,3,0,NaN,56,9,141785,34,0,11565,727,511,170,727,8,65,308,5,NaN,NaN,0
0,962,95,NaN,0,3000,NaN,NaN,NaN,7000,623,12,2,161,2,NaN,12,7000,NaN,1585,92,NaN,NaN,NaN,18,NaN,NaN,81,NaN,NaN,0,18,845,NaN,0,0,NaN,74,NaN,6796,54,42,NaN,3,96,3,NaN,45000,NaN,NaN,0,2500,NaN,5,0,0,34,NaN,63784,34,0,3347,NaN,3583,62,NaN,15,40,NaN,6,0,0,1
1,768,2636,7,0,1000,0,NaN,1,20089,576,10,3,177,4,22,10,25021,8,1344,90,8,NaN,77,52,NaN,42,73,3,115,0,176,1202,8,0,0,3,115,NaN,27142,118,43,9,1,129,2,2,190200,7,14,0,1080,12,336,0,0,92,5,105301,59,0,11881,848,-2199,70,848,439,78,5656,6,0,0,1
11,398,56,11,0,30000,0,NaN,3,24268,141,11,0,159,5,11,11,24268,14,539,78,NaN,NaN,NaN,28,NaN,NaN,36,6,58,0,10,9818,NaN,0,0,3,84,NaN,23400,48,24,13,1,61,4,3,120000,NaN,26,0,12000,17,1,0,0,218,9,48067,21,0,13321,438,3315,40,438,9,89,202,6,0,0,1
0,270,16,5,0,9980,0,NaN,0,2124,24,28,3,118,2,22,13,2124,7,294,71,5,NaN,31,15,NaN,69,76,3,77,0,9,5265,4,0,0,1,38,NaN,3526,46,30,9,0,16,2,0,31000,18,23,0,3444,11,2,0,0,126,4,21963,1,0,2028,767,0,15,767,2,74,326,6,0,0,0
8,1851,10153,19,0,6,0,NaN,2,23659,2386,9,2,175,4,10,9,21979,21,4237,90,23,NaN,67,41,NaN,55,100,13,230,0,69,1134,21,0,0,5,108,NaN,26671,185,90,73,2,751,3,3,162000,NaN,13,0,2347,87,2681,1,0,85,17,340657,358,0,64436,1010,2042,393,1010,1692,80,744,6,0,0,1
5,533,103,9,0,9980,0,NaN,1,15717,381,13,0,137,4,6,13,15717,13,914,88,1,NaN,1,7,NaN,61,19,7,113,0,18,5875,0,0,0,4,52,NaN,21040,109,51,14,1,278,3,2,110000,NaN,34,0,6111,22,9,0,0,67,8,68097,117,0,18869,683,0,161,683,17,74,94,6,0,0,0
4,410,905,32,0,5000,0,NaN,8,0,190,18,2,145,3,10,18,0,37,600,82,47,NaN,80,19,NaN,35,100,19,122,0,89,2089,20,0,0,11,28,NaN,40129,115,58,109,1,161,6,8,405000,NaN,17,0,4550,131,107,0,0,52,28,43510,31,0,8507,609,8038,130,609,150,72,1503,6,0,0,1
NaN,NaN,NaN,12,NaN,NaN,0,NaN,2,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,26,NaN,NaN,4,3,NaN,NaN,8,NaN,NaN,44,NaN,NaN,NaN,NaN,9,NaN,NaN,NaN,NaN,595,NaN,NaN,595,NaN,NaN,224,NaN,NaN,NaN,1
5,454,209,24,0,20,0,NaN,1,13470,611,14,0,100,0,10,14,13470,26,1065,91,NaN,NaN,NaN,15,NaN,44,27,2,34,0,9,0,NaN,0,0,1,86,NaN,7565,63,3,41,3,192,4,1,158800,NaN,23,0,17644,50,27,1,0,45,16,60525,70,0,8742,373,3440,122,373,52,56,322,4,0,0,1
8,1434,203,NaN,NaN,30000,NaN,NaN,NaN,NaN,995,14,2,103,3,NaN,14,NaN,NaN,4046,42,NaN,NaN,NaN,9,NaN,NaN,69,NaN,NaN,NaN,16,NaN,NaN,NaN,NaN,NaN,73,NaN,NaN,81,107,NaN,1,112,3,NaN,201000,NaN,NaN,NaN,12562,NaN,3,0,NaN,31,NaN,3576,59,1,3576,NaN,NaN,53,NaN,33,0,NaN,5,NaN,NaN,1
11,2339,3341,19,120000,3000,0,120000,1,17220,848,28,3,167,1,19,28,6818,20,3187,92,13,0,89,96,0,77,100,6,349,4928307,27,7130,11,120000,823804,2,101,2880,15488,214,NaN,34,2,283,3,1,160935,8,17,640,5960,42,256,0,80000,107,14,313103,19,0,30520,680,4585,264,977,556,98,1167,6,3840,20000,0
5,1238,3182,12,0,10,0,NaN,3,25930,1605,20,0,180,5,13,20,25930,15,2843,91,NaN,NaN,NaN,21,NaN,NaN,29,8,72,0,14,7896,NaN,0,0,7,58,NaN,29166,60,102,21,2,426,4,3,128000,NaN,45,0,9142,26,766,1,0,48,8,127171,215,1,20474,149,6203,211,149,530,44,47,6,0,0,0
10,1350,640,6,0,30,0,NaN,1,8835,1187,20,2,175,0,8,3,8835,6,2537,87,1,NaN,0,28,NaN,9,76,3,28,0,35,3174,0,0,0,1,64,NaN,20910,69,16,9,1,202,3,1,121000,NaN,6,0,3457,9,36,0,0,79,4,175446,101,1,15965,248,4087,101,248,106,69,1834,6,0,0,0
1,752,4283,8,0,998,0,NaN,2,1359,630,9,2,151,2,16,9,1359,9,1383,90,NaN,NaN,NaN,16,NaN,63,100,7,68,0,47,0,NaN,0,0,6,89,NaN,13215,82,9,11,2,35,6,2,79000,NaN,23,0,1680,13,119,0,0,74,8,94903,17,0,2622,197,3604,18,348,713,68,362,6,0,0,0
6,877,5907,7,0,6,0,NaN,2,20087,1034,20,0,148,5,14,20,22300,12,1919,89,NaN,NaN,NaN,29,NaN,57,20,4,102,0,32,6729,NaN,0,0,2,117,NaN,20303,115,111,13,2,95,5,8,126900,NaN,22,0,3965,21,401,1,0,49,7,114261,49,1,4682,307,674,46,307,984,59,659,6,0,0,1
3,1756,987,2,NaN,0,0,NaN,2,12020,1056,20,0,162,4,17,20,11490,2,2812,91,NaN,NaN,NaN,13,0,44,22,2,19,0,8,1432,NaN,NaN,0,2,44,0,12124,36,47,2,2,81,4,2,2208,NaN,54,0,276,2,12,0,NaN,57,2,98907,37,0,4617,8,21885,44,8,164,35,15,5,0,NaN,1
7,788,231,1,0,5000,0,NaN,0,19585,907,18,1,174,2,12,18,0,3,1695,92,4,NaN,0,39,NaN,45,45,1,38,0,32,2739,1,0,0,0,68,NaN,28071,61,15,4,2,155,3,0,122000,NaN,27,0,3812,7,19,1,0,57,1,106124,66,0,8880,109,3818,89,296,38,62,52,5,0,0,0
3,1581,181,NaN,NaN,5000,NaN,NaN,NaN,0,1289,1,3,122,3,NaN,1,NaN,NaN,3451,66,NaN,NaN,NaN,9,NaN,NaN,100,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,59,NaN,0,50,7,NaN,3,693,2,NaN,50000,NaN,NaN,NaN,2500,NaN,159,0,NaN,NaN,NaN,0,286,0,NaN,NaN,NaN,407,NaN,45,0,NaN,5,NaN,NaN,0
11,593,5,0,0,4,0,NaN,0,16040,393,16,0,153,3,11,16,16040,0,986,72,0,NaN,0,4,NaN,38,25,0,37,0,56,6537,0,0,0,0,10,NaN,20001,28,38,0,0,35,4,0,118000,NaN,68,0,2107,0,1,0,0,156,0,140572,16,0,5490,197,-497,19,197,2,142,14,6,0,0,1
11,209,124,19,0,1000,0,NaN,2,0,146,18,3,96,3,9,18,0,22,355,51,0,NaN,23,6,NaN,25,100,8,34,0,21,299,0,0,0,5,7,NaN,4192,33,40,36,0,8,4,2,32211,1,32,0,1533,48,4,0,0,160,15,42786,2,0,1283,194,436,6,194,20,120,147,6,0,0,1
9,1166,27,32,0,NaN,0,NaN,10,12190,927,14,2,121,NaN,14,14,12190,33,2093,55,38,NaN,142,50,NaN,87,100,22,141,0,0,NaN,26,0,0,13,37,NaN,12133,87,21,78,2,63,5,16,NaN,31,22,0,NaN,81,12,0,0,47,26,175948,20,0,2990,559,20757,43,559,4,84,368,6,0,0,1
0,1356,2353,14,0,10000,0,NaN,6,17975,595,10,2,165,5,15,10,17975,19,1951,91,34,NaN,20,84,NaN,62,100,11,213,0,16,10531,32,0,0,8,142,NaN,33962,148,47,16,3,291,4,6,155000,0,15,0,9687,26,829,0,0,71,14,111009,89,0,20821,582,-12751,202,582,392,56,1762,6,0,0,0
7,659,35,14,NaN,3000,0,NaN,2,0,1052,4,3,115,5,NaN,4,28925,14,2260,58,NaN,NaN,NaN,18,NaN,NaN,100,7,NaN,NaN,24,651,NaN,NaN,NaN,6,25,NaN,0,32,32,29,2,589,4,2,202400,NaN,53,NaN,8433,30,9,1,NaN,3,8,90918,17,0,2052,94,17708,23,94,5,40,9,5,NaN,NaN,0
1,2032,6233,14,0,30,0,NaN,5,17700,2764,20,2,157,5,14,20,18000,28,4796,92,32,NaN,74,47,NaN,62,100,6,214,0,25,3449,19,0,0,6,79,NaN,24975,196,32,27,2,166,4,6,185000,5,10,0,7400,53,306,1,0,64,11,562352,81,0,10700,750,731,85,750,1038,117,367,6,0,0,0
2,581,3301,13,0,2994,0,NaN,2,9210,210,28,2,153,3,12,28,9210,21,791,78,17,NaN,131,16,NaN,59,100,10,145,0,22,2316,8,0,0,2,54,NaN,7045,131,109,18,0,32,5,3,37000,17,11,0,1681,31,261,0,0,71,12,49037,8,0,2302,758,68,24,758,550,61,1748,6,0,0,1
7,848,145,2,0,3000,0,NaN,0,0,571,18,3,146,4,19,18,0,2,1419,90,NaN,NaN,NaN,1,NaN,67,100,1,13,0,11,4609,NaN,0,0,1,71,NaN,9220,83,152,3,4,4,4,0,67100,NaN,58,0,6100,4,32,0,0,64,1,118755,2,1,256,260,250,2,260,29,83,34,6,0,0,0
4,1759,2151,10,0,5000,0,NaN,0,20310,1513,21,0,159,5,12,21,20310,19,3272,89,NaN,NaN,NaN,41,NaN,NaN,10,1,117,0,32,4890,NaN,0,0,1,72,NaN,22890,146,84,10,1,180,2,0,121268,NaN,10,0,3789,35,99,0,0,116,5,483338,85,0,20888,764,-17748,95,764,358,147,450,6,0,0,1
5,1162,12,4,0,10000,0,NaN,1,3404,650,17,4,155,4,16,17,3404,7,1820,92,NaN,NaN,NaN,25,NaN,100,100,2,121,0,14,6632,NaN,0,0,1,94,NaN,19778,114,180,5,2,53,3,1,125600,NaN,21,0,8971,10,4,0,0,98,2,211070,13,0,5221,403,9590,40,403,2,115,136,6,0,0,0
5,2083,305,5,0,NaN,0,NaN,0,57491,3532,14,0,149,NaN,7,14,61554,11,5615,69,NaN,NaN,NaN,0,NaN,23,20,0,36,0,0,NaN,NaN,0,0,0,172,NaN,49193,134,16,6,0,27,5,0,NaN,NaN,1,0,NaN,13,1,1,0,47,3,392517,NaN,NaN,1289,145,4490,NaN,544,43,69,405,6,0,0,1
3,1621,215,2,0,5000,0,NaN,0,12190,1321,5,2,163,NaN,13,5,12190,3,2942,92,0,NaN,1,33,NaN,45,100,1,62,0,89,NaN,0,0,0,1,84,NaN,23034,83,36,4,2,101,4,0,350000,NaN,81,0,3932,5,10,0,0,69,2,189712,38,0,7038,307,18649,63,307,35,64,8,6,0,0,0
2,412,3630,1,0,2,0,NaN,0,37878,380,20,0,152,5,13,20,37878,1,792,83,NaN,NaN,NaN,14,NaN,36,23,0,6,0,32,12183,NaN,0,0,0,26,NaN,55053,35,10,1,3,215,5,0,324000,NaN,39,0,10125,1,1266,0,0,70,1,43933,115,1,15054,283,-7131,100,359,605,55,285,6,0,0,0
2,1032,NaN,3,0,5800,0,NaN,0,23057,1449,6,2,128,NaN,6,0,22330,4,2481,91,NaN,NaN,NaN,39,NaN,62,78,3,86,0,11,NaN,NaN,0,0,1,144,NaN,23580,90,NaN,5,2,188,4,0,179800,NaN,17,0,16345,6,NaN,1,0,125,3,205775,103,1,23578,435,NaN,85,435,NaN,82,1447,6,0,0,0
3,1764,283,8,0,3000,0,NaN,4,0,1597,16,1,180,5,12,18,55840,9,3361,91,NaN,NaN,NaN,30,NaN,NaN,36,6,5,0,24,6379,NaN,0,0,6,51,NaN,22773,45,43,9,1,525,3,4,134000,NaN,20,0,5583,11,85,0,0,54,6,173249,258,0,28584,586,-7560,267,586,47,51,255,6,0,0,0
NaN,751,91,21,0,5000,0,NaN,9,4730,164,11,1,159,3,NaN,11,4730,21,915,86,NaN,NaN,NaN,32,NaN,NaN,44,21,NaN,0,17,5235,NaN,0,0,18,119,NaN,12469,109,28,29,2,63,3,10,73000,NaN,15,0,4294,32,1,0,0,69,21,70357,6,0,4382,552,-2813,57,552,15,76,256,6,0,0,1
11,571,4926,16,0,10,0,NaN,3,15230,233,20,2,149,4,12,20,15230,18,804,88,22,NaN,57,37,NaN,55,100,5,101,0,14,2191,6,0,0,4,99,NaN,15603,89,132,44,2,59,2,3,83000,NaN,26,0,5928,64,333,0,0,46,10,62664,9,0,2768,337,1719,50,337,821,77,2598,6,0,0,0
0,1023,1334,1,0,3000,0,NaN,0,15207,1367,10,0,172,4,19,10,16104,2,2390,90,4,NaN,1,44,NaN,59,26,1,118,0,33,2657,1,0,0,1,86,NaN,19638,102,125,1,3,294,4,0,115500,NaN,11,0,3500,2,157,1,0,49,1,145899,190,1,14629,866,-1090,104,866,222,61,1554,6,0,0,1
9,852,30,19,0,5000,0,NaN,8,NaN,578,17,3,165,NaN,NaN,17,20400,23,1430,92,NaN,NaN,NaN,29,NaN,NaN,100,14,NaN,0,16,11647,NaN,0,0,12,96,NaN,NaN,80,NaN,64,1,87,4,9,70000,NaN,21,0,4375,72,4,0,0,46,18,127905,36,0,4020,403,1842,51,403,6,89,400,6,0,0,1
NaN,1365,1935,2,0,9950,0,NaN,0,39033,1561,22,1,183,5,NaN,22,39033,3,2958,92,NaN,NaN,NaN,28,NaN,NaN,35,2,NaN,0,40,13320,NaN,0,0,0,47,NaN,49475,103,54,2,3,536,2,0,296000,NaN,49,0,7400,3,389,1,0,136,2,407985,259,0,73075,135,-9794,261,135,322,137,11,6,0,0,1
10,1087,4272,17,0,30000,0,NaN,1,21280,662,20,1,182,5,12,20,21280,17,1749,91,NaN,NaN,NaN,40,NaN,NaN,86,17,94,0,16,741,NaN,0,0,6,44,NaN,31332,100,129,27,2,244,6,1,211000,NaN,91,0,13187,27,1975,0,0,126,17,183660,71,0,30970,26,36,173,26,712,105,1,6,0,0,0
7,1000,656,31,0,10,0,NaN,4,10700,897,7,3,171,4,16,7,10700,37,1897,92,39,NaN,73,53,NaN,69,100,13,160,0,23,1194,21,0,0,8,41,NaN,11400,145,59,84,2,321,2,4,55000,14,15,0,2391,95,107,0,0,72,27,158577,112,0,23249,618,1083,209,618,109,83,364,6,0,0,0
3,1135,74,22,0,20,0,NaN,3,6028,1340,13,2,164,5,16,13,6028,38,2475,92,44,NaN,59,65,NaN,82,95,11,214,0,16,7918,15,0,0,3,124,NaN,13888,197,113,58,2,267,1,4,88700,15,10,0,5543,113,5,1,0,60,15,137479,102,0,16260,874,-305,165,874,12,55,1688,6,0,0,0
8,444,68,3,0,5000,0,NaN,0,339,748,0,0,119,3,8,0,339,4,1192,73,NaN,NaN,NaN,5,NaN,58,16,1,47,0,10,398,NaN,0,0,0,44,NaN,8025,56,101,3,1,11,3,0,43570,NaN,93,0,4357,4,1,1,0,161,2,96261,6,1,1776,109,471,5,109,11,80,2,5,0,0,1
1,1845,207,4,0,5000,0,NaN,3,25440,2923,23,2,158,NaN,11,23,17040,8,4768,92,16,NaN,39,47,NaN,83,75,4,151,0,21,1256,12,0,0,3,121,NaN,22173,149,NaN,7,1,133,3,3,106000,4,12,0,5047,12,10,1,0,73,4,446928,62,0,9770,426,3057,71,426,34,93,3055,6,0,0,0
8,1228,1263,4,0,3000,0,NaN,0,10091,427,10,0,159,NaN,17,10,10091,8,1655,85,0,NaN,0,23,NaN,77,10,4,36,0,37,8325,0,0,0,3,54,NaN,18238,56,75,5,1,118,2,0,119000,NaN,19,0,3216,11,104,0,0,74,4,138692,28,0,8732,762,341,90,762,210,83,82,6,0,0,0
0,1106,40,15,NaN,NaN,0,NaN,2,5590,714,16,2,157,4,6,16,11090,19,1820,92,37,NaN,11,42,0,82,100,6,243,0,0,5175,20,NaN,0,4,47,0,5590,229,71,32,2,94,6,2,NaN,2,37,0,NaN,43,3,0,NaN,66,11,191667,18,0,6271,359,18651,76,359,8,105,64,5,0,NaN,0
1,1225,34,16,0,NaN,0,NaN,6,20130,807,14,2,161,NaN,15,14,NaN,17,2032,89,16,NaN,0,26,NaN,73,96,11,41,0,0,NaN,15,0,0,11,73,NaN,13767,55,82,48,3,175,2,6,NaN,0,34,0,NaN,50,4,0,0,91,16,251504,55,0,16045,145,NaN,120,145,4,123,130,6,0,0,1
1,1085,50,5,0,3000,0,NaN,0,10460,461,21,2,177,NaN,9,21,10460,8,1546,88,4,NaN,2,11,NaN,56,100,4,11,0,28,NaN,0,0,0,2,63,NaN,11745,66,NaN,5,0,96,4,0,194100,NaN,27,0,6932,10,2,0,0,53,5,105135,30,0,5172,207,2473,66,685,10,68,192,6,0,0,0
8,640,280,NaN,0,NaN,NaN,NaN,NaN,7395,597,18,3,142,NaN,NaN,18,0,NaN,1237,87,NaN,NaN,NaN,19,NaN,NaN,100,NaN,NaN,0,0,1270,NaN,0,0,NaN,81,NaN,7660,86,66,NaN,1,37,5,NaN,NaN,NaN,NaN,0,NaN,NaN,13,0,0,89,NaN,78729,10,0,3296,NaN,464,27,NaN,46,63,NaN,5,0,0,1
3,555,1274,7,0,1000,0,NaN,3,8146,251,10,3,159,4,11,10,10373,9,806,88,9,NaN,29,31,NaN,77,84,4,102,0,24,2968,1,0,0,4,65,NaN,16711,93,97,14,1,64,1,4,134158,15,10,0,5589,17,133,0,0,56,4,50833,14,0,3622,772,-626,50,772,212,63,1880,6,0,0,0
11,324,157,4,0,2,0,NaN,0,0,511,5,2,61,3,6,5,7020,6,835,61,3,NaN,2,6,NaN,45,90,0,17,0,39,4201,1,0,0,0,36,NaN,7770,36,85,4,3,33,3,0,49000,10,12,0,1256,6,6,1,0,84,2,90397,21,1,2776,688,77,12,688,39,108,348,6,0,0,1
9,1122,34,7,NaN,20000,0,NaN,5,13864,621,1,2,170,2,10,1,7351,8,1743,88,NaN,NaN,NaN,34,NaN,NaN,76,5,25,NaN,3,555,NaN,NaN,NaN,5,91,NaN,7316,52,27,7,2,342,3,5,40000,NaN,14,NaN,13333,8,5,0,NaN,68,5,116408,100,0,23503,533,NaN,242,883,5,66,288,5,NaN,NaN,1
11,1576,169,26,0,10,0,NaN,7,14130,506,18,2,153,5,10,24,14266,28,2082,92,70,NaN,165,10,NaN,83,100,16,406,0,29,805,46,0,0,10,79,NaN,14903,457,168,105,3,227,3,11,98000,7,21,0,3379,125,35,0,0,55,19,148581,19,0,12576,969,1907,208,969,24,71,1119,6,0,0,0
7,987,4496,4,0,9980,0,NaN,4,7823,751,23,2,164,4,25,23,7823,11,1738,92,NaN,NaN,NaN,58,NaN,79,100,4,143,0,30,2240,NaN,0,0,4,140,NaN,14655,100,66,4,4,278,5,4,88000,NaN,20,0,2933,12,383,0,0,82,4,195775,145,1,22993,677,0,133,677,749,112,911,6,0,0,0
10,1049,96,4,0,5000,0,NaN,1,13420,1467,17,2,163,NaN,17,17,13420,4,2516,92,0,NaN,0,35,NaN,80,76,4,38,0,21,8578,0,0,0,3,124,NaN,13634,92,NaN,7,4,96,2,1,158500,3,25,0,7547,8,19,1,0,89,4,193291,50,1,8557,257,3215,46,257,19,76,188,13,0,0,0
3,792,146,3,0,5000,0,NaN,1,0,665,28,0,149,4,10,18,10,15,1457,85,NaN,NaN,NaN,12,NaN,87,10,3,100,0,8,7833,NaN,0,0,1,84,NaN,12600,118,97,3,2,26,2,1,91000,NaN,15,0,11375,18,17,0,0,63,3,140834,8,0,1649,583,-10,18,583,24,96,2629,6,0,0,0
6,1819,2980,4,0,-1000,0,NaN,0,0,1570,20,2,153,3,12,20,0,4,3389,91,7,NaN,91,72,NaN,93,100,3,145,0,9,1341,7,0,0,0,102,NaN,340,121,114,4,2,638,5,0,45000,NaN,12,0,5000,4,23,0,0,88,4,255397,284,0,56232,859,1395,354,859,496,75,1103,6,0,0,0
NaN,1436,302,26,0,10000,0,NaN,2,12440,1314,11,1,158,4,NaN,11,12450,28,2750,91,NaN,NaN,NaN,16,NaN,NaN,57,12,NaN,0,10,4812,NaN,0,0,10,110,NaN,17616,150,106,43,1,81,4,2,93000,NaN,15,0,9300,51,21,0,0,70,20,210256,51,1,5706,100,-4448,30,100,50,76,195,6,0,0,0
1,965,112,10,0,NaN,0,NaN,0,18400,898,2,2,167,NaN,9,2,NaN,14,1863,91,38,NaN,7,23,NaN,59,60,2,110,0,0,310,4,0,0,0,57,NaN,14745,145,99,15,2,217,2,0,NaN,4,22,0,NaN,21,6,0,0,75,3,198010,83,0,16481,301,0,134,1222,18,106,308,6,0,0,0
4,272,96,1,0,NaN,0,NaN,0,7381,182,4,0,123,NaN,12,18,0,2,454,62,NaN,NaN,NaN,1,NaN,27,30,0,56,0,0,971,NaN,0,0,0,42,NaN,16874,41,30,2,0,3,6,0,NaN,NaN,27,0,NaN,4,3,0,0,38,0,44045,2,2,116,275,1757,1,275,16,97,2864,5,0,0,0
9,973,3152,22,0,10000,0,NaN,7,34659,368,21,3,173,4,14,21,34659,29,1341,91,NaN,NaN,NaN,50,NaN,NaN,100,13,156,0,64,6072,NaN,0,0,9,143,NaN,31219,208,42,57,3,310,5,8,199000,NaN,21,0,3109,89,825,0,0,60,20,107702,47,0,18735,587,10968,263,587,525,80,355,6,0,0,1
4,893,1095,NaN,0,5000,NaN,NaN,NaN,22118,506,10,2,161,3,NaN,10,22118,NaN,1399,84,NaN,NaN,NaN,19,NaN,NaN,59,NaN,NaN,0,48,665,NaN,0,0,NaN,48,NaN,32313,40,35,NaN,2,187,3,NaN,201500,NaN,NaN,0,4197,NaN,328,0,0,50,NaN,79360,80,0,9457,NaN,-592,107,NaN,182,56,NaN,6,0,0,1
8,1254,45,11,0,40,0,NaN,3,19800,1135,7,3,161,3,13,7,19800,19,2389,91,14,NaN,6,62,NaN,79,100,7,189,0,22,14058,9,0,0,4,79,NaN,32779,157,79,26,2,245,4,3,200000,NaN,24,0,9090,43,4,0,0,81,9,277927,121,0,19895,158,7216,124,158,7,116,170,6,0,0,0
4,662,47,18,NaN,10000,0,NaN,1,15250,672,18,0,172,5,NaN,0,61791,21,1334,91,NaN,NaN,NaN,37,NaN,NaN,42,10,NaN,NaN,18,715,NaN,NaN,NaN,6,70,NaN,10678,74,51,47,1,144,5,1,180000,NaN,26,NaN,10000,55,4,1,NaN,260,14,145445,86,1,37580,217,NaN,58,217,7,109,213,5,NaN,NaN,0
0,334,1601,4,52428800,100,0,3145728,1,11855,629,5,2,156,NaN,13,20,11855,4,963,84,1,52428800,0,9,0,19,100,2,1,0,15,1038,0,3145728,0,2,29,0,13624,32,9,5,1,142,7,1,74500,NaN,100,0,4966,5,346,1,524288,182,4,68713,101,2,25904,63,1148,41,63,266,71,0,6,0,8738133,0
4,542,5731,20,0,20,0,NaN,6,10800,121,12,2,152,2,6,2,10800,27,663,84,52,NaN,55,31,NaN,66,100,11,161,0,12,1123,13,0,0,9,121,NaN,12936,146,60,53,2,207,6,6,76000,0,29,0,6333,73,1358,0,0,29,13,25651,36,0,6199,459,1163,171,459,955,38,1961,6,0,0,0
0,740,4333,18,0,3,0,NaN,5,6237,507,20,2,170,2,10,20,6237,18,1247,91,20,NaN,0,26,NaN,79,87,15,92,0,18,100,20,0,0,11,110,NaN,7353,122,36,30,2,247,1,5,38000,9,39,0,2111,30,1616,0,0,72,18,94663,64,0,18001,55,568,183,55,722,75,1777,6,0,0,1
11,847,3152,9,0,40,0,NaN,1,19140,554,23,2,158,3,12,2,19140,12,1401,91,20,NaN,86,29,NaN,55,100,8,95,0,10,3900,14,0,0,3,113,NaN,22723,119,30,13,1,47,2,1,110000,NaN,15,0,11000,21,219,0,0,86,8,219195,12,0,4070,519,7541,35,519,525,156,1048,6,0,0,0
NaN,1350,16,9,NaN,20000,0,NaN,1,18617,676,NaN,0,NaN,5,NaN,NaN,19800,10,2026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7,NaN,NaN,6,716,NaN,NaN,NaN,2,NaN,NaN,17634,NaN,90,14,NaN,260,2,1,41100,NaN,23,NaN,6850,16,3,0,NaN,86,7,139676,74,0,22515,132,NaN,186,132,4,68,407,5,NaN,NaN,0
5,0,7,9,1800,20000,0,240,0,18000,0,4,1,0,5,NaN,4,18000,9,0,0,NaN,1800,NaN,NaN,0,44,36,1,0,240,66,5961,NaN,240,231,1,NaN,190,21238,NaN,98,17,NaN,NaN,3,0,309000,NaN,12,0,4681,17,4,NaN,240,NaN,6,0,NaN,NaN,NaN,374,5544,NaN,374,3,NaN,127,6,0,1800,0
0,532,6778,20,0,10,0,NaN,3,680,933,20,2,139,3,7,9,680,25,1465,87,13,NaN,18,8,NaN,73,100,11,111,0,41,0,8,0,0,4,131,NaN,13652,148,32,40,9,12,2,3,83000,14,20,0,2024,50,73,1,0,32,18,70770,4,0,395,396,110,8,396,1129,48,1071,6,0,0,0
